"Player.Name","Home.Country","Opposite.Country","runs","Fours","Six"
"Shakib Al Hasan","Bangladesh","Zimbabwe",1,0,0
"Abul Hasan","Bangladesh","Zimbabwe",1,0,0
"HF Gurney","England","Sri Lanka",1,0,0
"Asghar Stanikzai","Afghanistan","U.A.E.",1,0,0
"T Maruma","Zimbabwe","Bangladesh",1,0,0
"EJG Morgan","England","Sri Lanka",1,0,0
"Javed Ahmadi","Afghanistan","U.A.E.",1,0,0
"Samiullah Shenwari","Afghanistan","U.A.E.",1,0,0
"CJ Jordan","England","Sri Lanka",1,0,0
"JDS Neesham","New Zealand","Pakistan",1,0,0
"Asad Shafiq","Pakistan","New Zealand",1,0,0
"AD Mathews","Sri Lanka","England",1,0,0
"AN Cook","England","Sri Lanka",1,0,0
"MJ Henry","New Zealand","Pakistan",1,0,0
"PL Mommsen","Scotland","Afghanistan",1,0,0
"Usman Ghani","Afghanistan","Ireland",1,0,0
"Afsar Zazai","Afghanistan","Ireland",1,0,0
"GD Elliott","New Zealand","Sri Lanka",1,0,0
"MH Cross","Scotland","Ireland",1,0,0
"Najibullah Zadran","Afghanistan","Scotland",1,0,0
"LR Johnson","West Indies","South Africa",1,0,0
"S Dhawan","India","England",1,0,0
"SK Raina","India","England",1,0,0
"Mohammed Shami","India","England",1,0,0
"CH Gayle","West Indies","South Africa",1,0,0
"CR Brathwaite","West Indies","South Africa",1,0,0
"S Prasanna","Sri Lanka","New Zealand",1,0,0
"TG Southee","New Zealand","Sri Lanka",1,0,0
"SK Raina","India","England",1,0,0
"AR Patel","India","England",1,0,0
"Ehsan Adil","Pakistan","New Zealand",1,0,0
"ST Finn","England","Australia",1,0,0
"D Ramdin","West Indies","Ireland",1,0,0
"GC Wilson","Ireland","West Indies",1,0,0
"KJ Coetzer","Scotland","New Zealand",1,0,0
"Taskin Ahmed","Bangladesh","Afghanistan",1,0,0
"Javed Ahmadi","Afghanistan","Bangladesh",1,0,0
"Afsar Zazai","Afghanistan","Bangladesh",1,0,0
"Asghar Stanikzai","Afghanistan","Bangladesh",1,0,0
"H Masakadza","Zimbabwe","U.A.E.",1,0,0
"CR Woakes","England","New Zealand",1,0,0
"Ahmed Shehzad","Pakistan","West Indies",1,0,0
"Sohail Khan","Pakistan","West Indies",1,0,0
"DW Steyn","South Africa","India",1,0,0
"Amir Hamza","Afghanistan","Pakistan",0,0,0
"Mirwais Ashraf","Afghanistan","Bangladesh",0,0,0
"Shapoor Zadran","Afghanistan","Sri Lanka",0,0,0
"Umar Gul","Pakistan","Bangladesh",0,0,0
"R Rampaul","West Indies","England",0,0,0
"Al-Amin Hossain","Bangladesh","Sri Lanka",0,0,0
"Shahid Afridi","Pakistan","Sri Lanka",0,0,0
"Ehsan Nawaz","Honk Kong","U.A.E.",0,0,0
"HMRKB Herath","Sri Lanka","England",0,0,0
"SL Malinga","Sri Lanka","England",0,0,0
"JM Anderson","England","Sri Lanka",0,0,0
"HF Gurney","England","Sri Lanka",0,0,0
"Taskin Ahmed","Bangladesh","India",0,0,0
"UT Yadav","India","Bangladesh",0,0,0
"Imran Tahir","South Africa","Sri Lanka",0,0,0
"BAW Mendis","Sri Lanka","South Africa",0,0,0
"Dawlat Zadran","Afghanistan","Zimbabwe",0,0,0
"Imran Tahir","South Africa","Zimbabwe",0,0,0
"Taskin Ahmed","Bangladesh","West Indies",0,0,0
"T Panyangara","Zimbabwe","South Africa",0,0,0
"Abdur Razzak","Bangladesh","West Indies",0,0,0
"SP Narine","West Indies","Bangladesh",0,0,0
"AD Mathews","Sri Lanka","Pakistan",0,0,0
"JM Anderson","England","India",0,0,0
"UT Yadav","India","England",0,0,0
"NM Lyon","Australia","South Africa",0,0,0
"JP Duminy","South Africa","Australia",0,0,0
"RM Haq","Scotland","Ireland",0,0,0
"SJ Benn","West Indies","India",0,0,0
"M Morkel","South Africa","New Zealand",0,0,0
"Imran Tahir","South Africa","New Zealand",0,0,0
"PLS Gamage","Sri Lanka","India",0,0,0
"PLS Gamage","Sri Lanka","India",0,0,0
"JR Hazlewood","Australia","South Africa",0,0,0
"M Morkel","South Africa","Australia",0,0,0
"DW Steyn","South Africa","Australia",0,0,0
"Mohammad Irfan","Pakistan","New Zealand",0,0,0
"Mohammad Irfan","Pakistan","New Zealand",0,0,0
"SCJ Broad","England","Australia",0,0,0
"MA Starc","Australia","England",0,0,0
"SJ Benn","West Indies","South Africa",0,0,0
"CJ Anderson","New Zealand","Sri Lanka",0,0,0
"DA Miller","South Africa","West Indies",0,0,0
"UT Yadav","India","England",0,0,0
"SCJ Broad","England","Australia",0,0,0
"MA Starc","Australia","England",0,0,0
"Mohammad Irfan","Pakistan","New Zealand",0,0,0
"MA Starc","Australia","England",0,0,0
"T Kamungozi","Zimbabwe","South Africa",0,0,0
"JO Holder","West Indies","Ireland",0,0,0
"Rubel Hossain","Bangladesh","Afghanistan",0,0,0
"Misbah-ul-Haq","Pakistan","Afghanistan",0,0,0
"Dawlat Zadran","Afghanistan","Pakistan",0,0,0
"STR Binny","India","Sri Lanka",0,0,0
"B Kumar","India","Sri Lanka",0,0,0
"LD Chandimal","Sri Lanka","India",0,0,0
"Shamsur Rahman","Bangladesh","Afghanistan",0,0,0
"Abdur Razzak","Bangladesh","Afghanistan",0,0,0
"Arafat Sunny","Bangladesh","Afghanistan",0,0,0
"Mohammed Shami","India","Pakistan",0,0,0
"Mohammad Talha","Pakistan","India",0,0,0
"Saeed Ajmal","Pakistan","India",0,0,0
"LJ Wright","England","West Indies",0,0,0
"JC Buttler","England","West Indies",0,0,0
"Dawlat Zadran","Afghanistan","Sri Lanka",0,0,0
"BA Stokes","England","West Indies",0,0,0
"Rubel Hossain","Bangladesh","Sri Lanka",0,0,0
"MDKJ Perera","Sri Lanka","Bangladesh",0,0,0
"DPMD Jayawardene","Sri Lanka","Bangladesh",0,0,0
"KC Sangakkara","Sri Lanka","Pakistan",0,0,0
"Haseeb Amjad","Honk Kong","Afghanistan",0,0,0
"Ehsan Nawaz","Honk Kong","Afghanistan",0,0,0
"SP Patil","U.A.E","Afghanistan",0,0,0
"Mohammad Shahzad","U.A.E","Afghanistan",0,0,0
"Tanwir Afzal","Honk Kong","U.A.E.",0,0,0
"Salman Faris","U.A.E","Hong Kong",0,0,0
"Mohammad Shahzad","U.A.E","Hong Kong",0,0,0
"MDKJ Perera","Sri Lanka","Ireland",0,0,0
"EC Joyce","Ireland","Sri Lanka",0,0,0
"KJ O'Brien","Ireland","Sri Lanka",0,0,0
"JH Davey","Scotland","England",0,0,0
"HDRL Thirimanne","Sri Lanka","England",0,0,0
"KMDN Kulasekara","Sri Lanka","England",0,0,0
"KMDN Kulasekara","Sri Lanka","England",0,0,0
"JE Root","England","Sri Lanka",0,0,0
"SMSM Senanayake","Sri Lanka","England",0,0,0
"KMDN Kulasekara","Sri Lanka","England",0,0,0
"JC Tredwell","England","Sri Lanka",0,0,0
"Tamim Iqbal","Bangladesh","India",0,0,0
"CA Pujara","India","Bangladesh",0,0,0
"AM Rahane","India","Bangladesh",0,0,0
"Anamul Haque","Bangladesh","India",0,0,0
"Mahmudullah","Bangladesh","India",0,0,0
"Ziaur Rahman","Bangladesh","India",0,0,0
"Al-Amin Hossain","Bangladesh","India",0,0,0
"JH Kallis","South Africa","Sri Lanka",0,0,0
"BAW Mendis","Sri Lanka","South Africa",0,0,0
"KMDN Kulasekara","Sri Lanka","South Africa",0,0,0
"SL Malinga","Sri Lanka","South Africa",0,0,0
"M Morkel","South Africa","Sri Lanka",0,0,0
"SL Malinga","Sri Lanka","South Africa",0,0,0
"Usman Ghani","Afghanistan","Zimbabwe",0,0,0
"Sharafuddin Ashraf","Afghanistan","Zimbabwe",0,0,0
"N M'shangwe","Zimbabwe","Afghanistan",0,0,0
"Noor Ali Zadran","Afghanistan","Zimbabwe",0,0,0
"MN Waller","Zimbabwe","Afghanistan",0,0,0
"E Chigumbura","Zimbabwe","Afghanistan",0,0,0
"Sikandar Raza","Zimbabwe","South Africa",0,0,0
"LMP Simmons","West Indies","Bangladesh",0,0,0
"R Mutumbami","Zimbabwe","South Africa",0,0,0
"J Nyumbu","Zimbabwe","South Africa",0,0,0
"RR Rossouw","South Africa","Zimbabwe",0,0,0
"KA Edwards","West Indies","Bangladesh",0,0,0
"Mahmudullah","Bangladesh","West Indies",0,0,0
"Al-Amin Hossain","Bangladesh","West Indies",0,0,0
"E Chigumbura","Zimbabwe","Australia",0,0,0
"JO Holder","West Indies","Bangladesh",0,0,0
"Anamul Haque","Bangladesh","West Indies",0,0,0
"SL Malinga","Sri Lanka","Pakistan",0,0,0
"V Kohli","India","England",0,0,0
"CJ Jordan","England","India",0,0,0
"RR Rossouw","South Africa","Zimbabwe",0,0,0
"DA Miller","South Africa","Zimbabwe",0,0,0
"TMK Mawoyo","Zimbabwe","South Africa",0,0,0
"BRM Taylor","Zimbabwe","South Africa",0,0,0
"J Nyumbu","Zimbabwe","South Africa",0,0,0
"Sharjeel Khan","Pakistan","Sri Lanka",0,0,0
"Wahab Riaz","Pakistan","Sri Lanka",0,0,0
"JP Faulkner","Australia","Zimbabwe",0,0,0
"M Morkel","South Africa","Australia",0,0,0
"P Utseya","Zimbabwe","South Africa",0,0,0
"AM Rahane","India","England",0,0,0
"Mohammed Shami","India","England",0,0,0
"GJ Maxwell","Australia","South Africa",0,0,0
"I Wardlaw","Scotland","Ireland",0,0,0
"I Wardlaw","Scotland","Ireland",0,0,0
"AJ Finch","Australia","Pakistan",0,0,0
"Misbah-ul-Haq","Pakistan","Australia",0,0,0
"SK Raina","India","West Indies",0,0,0
"Raza Hasan","Pakistan","Australia",0,0,0
"Mohammad Irfan","Pakistan","Australia",0,0,0
"JE Taylor","West Indies","India",0,0,0
"GJ Bailey","Australia","Pakistan",0,0,0
"Fawad Alam","Pakistan","Australia",0,0,0
"Mohammad Irfan","Pakistan","Australia",0,0,0
"DR Smith","West Indies","India",0,0,0
"DJ Bravo","West Indies","India",0,0,0
"CJ Anderson","New Zealand","South Africa",0,0,0
"DL Vettori","New Zealand","South Africa",0,0,0
"RR Rossouw","South Africa","New Zealand",0,0,0
"DW Steyn","South Africa","New Zealand",0,0,0
"RR Rossouw","South Africa","New Zealand",0,0,0
"KTGD Prasad","Sri Lanka","India",0,0,0
"MDKJ Perera","Sri Lanka","India",0,0,0
"Waqas Barkat","Honk Kong","P.N.G.",0,0,0
"Babar Hayat","Honk Kong","P.N.G.",0,0,0
"Tanwir Afzal","Honk Kong","P.N.G.",0,0,0
"CJA Amini","Papua New Guinea","Hong Kong",0,0,0
"KC Sangakkara","Sri Lanka","India",0,0,0
"MDKJ Perera","Sri Lanka","India",0,0,0
"KMDN Kulasekara","Sri Lanka","India",0,0,0
"R McLaren","South Africa","Australia",0,0,0
"DA Warner","Australia","South Africa",0,0,0
"GJ Maxwell","Australia","South Africa",0,0,0
"F Behardien","South Africa","Australia",0,0,0
"VD Philander","South Africa","Australia",0,0,0
"S Prasanna","Sri Lanka","India",0,0,0
"BAW Mendis","Sri Lanka","India",0,0,0
"R Ashwin","India","Sri Lanka",0,0,0
"V Sibanda","Zimbabwe","Bangladesh",0,0,0
"PJ Cummins","Australia","South Africa",0,0,0
"Shakib Al Hasan","Bangladesh","Zimbabwe",0,0,0
"Sabbir Rahman","Bangladesh","Zimbabwe",0,0,0
"H Masakadza","Zimbabwe","Bangladesh",0,0,0
"J Nyumbu","Zimbabwe","Bangladesh",0,0,0
"T Kamungozi","Zimbabwe","Bangladesh",0,0,0
"T Panyangara","Zimbabwe","Bangladesh",0,0,0
"ST Finn","England","Sri Lanka",0,0,0
"T Panyangara","Zimbabwe","Bangladesh",0,0,0
"TL Chatara","Zimbabwe","Bangladesh",0,0,0
"Shakib Al Hasan","Bangladesh","Zimbabwe",0,0,0
"MDKJ Perera","Sri Lanka","England",0,0,0
"SHT Kandamby","Sri Lanka","England",0,0,0
"Fahad Alhashmi","U.A.E","Afghanistan",0,0,0
"AD Hales","England","Sri Lanka",0,0,0
"MDKJ Perera","Sri Lanka","England",0,0,0
"SMSM Senanayake","Sri Lanka","England",0,0,0
"BAW Mendis","Sri Lanka","England",0,0,0
"Ahmed Shehzad","Pakistan","New Zealand",0,0,0
"EJG Morgan","England","Sri Lanka",0,0,0
"Umar Akmal","Pakistan","New Zealand",0,0,0
"AP Devcich","New Zealand","Pakistan",0,0,0
"S Prasanna","Sri Lanka","England",0,0,0
"MM Ali","England","Sri Lanka",0,0,0
"CJ Jordan","England","Sri Lanka",0,0,0
"Ahmed Shehzad","Pakistan","New Zealand",0,0,0
"Nasir Jamshed","Pakistan","New Zealand",0,0,0
"CS MacLeod","Scotland","Afghanistan",0,0,0
"Hamid Hassan","Afghanistan","Ireland",0,0,0
"Aftab Alam","Afghanistan","Ireland",0,0,0
"PR Stirling","Ireland","Afghanistan",0,0,0
"JF Mooney","Ireland","Afghanistan",0,0,0
"NLTC Perera","Sri Lanka","New Zealand",0,0,0
"MJ Guptill","New Zealand","Sri Lanka",0,0,0
"CS MacLeod","Scotland","Ireland",0,0,0
"WTS Porterfield","Ireland","Scotland",0,0,0
"Afsar Zazai","Afghanistan","Scotland",0,0,0
"Mohammad Nabi","Afghanistan","Scotland",0,0,0
"Mirwais Ashraf","Afghanistan","Scotland",0,0,0
"Gulbadin Naib","Afghanistan","Scotland",0,0,0
"Izatullah Dawlatzai","Afghanistan","Scotland",0,0,0
"L Ronchi","New Zealand","Sri Lanka",0,0,0
"IR Bell","England","Australia",0,0,0
"JWA Taylor","England","Australia",0,0,0
"ST Finn","England","Australia",0,0,0
"GJ Maxwell","Australia","England",0,0,0
"RR Rossouw","South Africa","West Indies",0,0,0
"F du Plessis","South Africa","West Indies",0,0,0
"LR Johnson","West Indies","South Africa",0,0,0
"AR Patel","India","Australia",0,0,0
"B Kumar","India","Australia",0,0,0
"AD Russell","West Indies","South Africa",0,0,0
"AD Mathews","Sri Lanka","New Zealand",0,0,0
"HMRKB Herath","Sri Lanka","New Zealand",0,0,0
"AR Patel","India","England",0,0,0
"JE Taylor","West Indies","South Africa",0,0,0
"MJ Guptill","New Zealand","Sri Lanka",0,0,0
"LD Chandimal","Sri Lanka","New Zealand",0,0,0
"NLTC Perera","Sri Lanka","New Zealand",0,0,0
"RAS Lakmal","Sri Lanka","New Zealand",0,0,0
"EJG Morgan","England","Australia",0,0,0
"CR Woakes","England","Australia",0,0,0
"CL White","Australia","England",0,0,0
"BB McCullum","New Zealand","Sri Lanka",0,0,0
"KD Mills","New Zealand","Sri Lanka",0,0,0
"AM Phangiso","South Africa","West Indies",0,0,0
"DR Smith","West Indies","South Africa",0,0,0
"CH Gayle","West Indies","South Africa",0,0,0
"JL Carter","West Indies","South Africa",0,0,0
"JO Holder","West Indies","South Africa",0,0,0
"MJ Guptill","New Zealand","Sri Lanka",0,0,0
"Mohammad Hafeez","Pakistan","New Zealand",0,0,0
"Bilawal Bhatti","Pakistan","New Zealand",0,0,0
"AJ Finch","Australia","England",0,0,0
"EJG Morgan","England","Australia",0,0,0
"CR Woakes","England","Australia",0,0,0
"L Ronchi","New Zealand","Pakistan",0,0,0
"DPMD Jayawardene","Sri Lanka","New Zealand",0,0,0
"SL Malinga","Sri Lanka","New Zealand",0,0,0
"SR Watson","Australia","England",0,0,0
"MG Johnson","Australia","England",0,0,0
"EJG Morgan","England","Australia",0,0,0
"SCJ Broad","England","Australia",0,0,0
"AM Rahane","India","Pakistan",0,0,0
"Sohaib Maqsood","Pakistan","India",0,0,0
"Umar Akmal","Pakistan","India",0,0,0
"DM Bravo","West Indies","Ireland",0,0,0
"KJ O'Brien","Ireland","West Indies",0,0,0
"CS MacLeod","Scotland","New Zealand",0,0,0
"HJW Gardiner","Scotland","New Zealand",0,0,0
"PL Mommsen","Scotland","New Zealand",0,0,0
"RM Haq","Scotland","New Zealand",0,0,0
"I Wardlaw","Scotland","New Zealand",0,0,0
"Hamid Hassan","Afghanistan","Bangladesh",0,0,0
"JWA Taylor","England","New Zealand",0,0,0
"ST Finn","England","New Zealand",0,0,0
"Nasir Jamshed","Pakistan","West Indies",0,0,0
"Younis Khan","Pakistan","West Indies",0,0,0
"Haris Sohail","Pakistan","West Indies",0,0,0
"Hamid Hassan","Afghanistan","Sri Lanka",0,0,0
"HDRL Thirimanne","Sri Lanka","Afghanistan",0,0,0
"TM Dilshan","Sri Lanka","Afghanistan",0,0,0
"RG Sharma","India","South Africa",0,0,0
"VD Philander","South Africa","India",0,0,0
"Rubel Hossain","Bangladesh","Sri Lanka",NA,NA,NA
"AK Perera","Sri Lanka","Bangladesh",NA,NA,NA
"SMSM Senanayake","Sri Lanka","Bangladesh",NA,NA,NA
"NLTC Perera","Sri Lanka","Bangladesh",NA,NA,NA
"RAS Lakmal","Sri Lanka","Bangladesh",NA,NA,NA
"KTGD Prasad","Sri Lanka","Bangladesh",NA,NA,NA
"ML Cummins","West Indies","Ireland",NA,NA,NA
"NO Miller","West Indies","Ireland",NA,NA,NA
"JO Holder","West Indies","Ireland",NA,NA,NA
"SMSM Senanayake","Sri Lanka","Pakistan",NA,NA,NA
"SL Malinga","Sri Lanka","Pakistan",NA,NA,NA
"RAS Lakmal","Sri Lanka","Pakistan",NA,NA,NA
"Rubel Hossain","Bangladesh","India",NA,NA,NA
"Abdur Razzak","Bangladesh","India",NA,NA,NA
"R Ashwin","India","Bangladesh",NA,NA,NA
"VR Aaron","India","Bangladesh",NA,NA,NA
"RA Jadeja","India","Bangladesh",NA,NA,NA
"Mohammed Shami","India","Bangladesh",NA,NA,NA
"B Kumar","India","Bangladesh",NA,NA,NA
"Junaid Khan","Pakistan","Afghanistan",NA,NA,NA
"SL Malinga","Sri Lanka","India",NA,NA,NA
"SP Narine","West Indies","England",NA,NA,NA
"R Rampaul","West Indies","England",NA,NA,NA
"JO Holder","West Indies","England",NA,NA,NA
"D Ramdin","West Indies","England",NA,NA,NA
"CJ Jordan","England","West Indies",NA,NA,NA
"SCJ Broad","England","West Indies",NA,NA,NA
"JC Tredwell","England","West Indies",NA,NA,NA
"Hamid Hassan","Afghanistan","Bangladesh",NA,NA,NA
"Amir Hamza","Afghanistan","Bangladesh",NA,NA,NA
"Shapoor Zadran","Afghanistan","Bangladesh",NA,NA,NA
"B Kumar","India","Pakistan",NA,NA,NA
"JC Tredwell","England","West Indies",NA,NA,NA
"SD Parry","England","West Indies",NA,NA,NA
"BAW Mendis","Sri Lanka","Afghanistan",NA,NA,NA
"SL Malinga","Sri Lanka","Afghanistan",NA,NA,NA
"RAS Lakmal","Sri Lanka","Afghanistan",NA,NA,NA
"Nasir Hossain","Bangladesh","Pakistan",NA,NA,NA
"Abdur Razzak","Bangladesh","Pakistan",NA,NA,NA
"Al-Amin Hossain","Bangladesh","Pakistan",NA,NA,NA
"Mahmudullah","Bangladesh","Pakistan",NA,NA,NA
"Shafiul Islam","Bangladesh","Pakistan",NA,NA,NA
"Ziaur Rahman","Bangladesh","Pakistan",NA,NA,NA
"Saeed Ajmal","Pakistan","Bangladesh",NA,NA,NA
"Saeed Ajmal","Pakistan","Bangladesh",NA,NA,NA
"RA Jadeja","India","Afghanistan",NA,NA,NA
"A Mishra","India","Afghanistan",NA,NA,NA
"B Kumar","India","Afghanistan",NA,NA,NA
"V Kohli","India","Afghanistan",NA,NA,NA
"R Ashwin","India","Afghanistan",NA,NA,NA
"Mohammed Shami","India","Afghanistan",NA,NA,NA
"AT Rayudu","India","Afghanistan",NA,NA,NA
"SD Parry","England","West Indies",NA,NA,NA
"JC Tredwell","England","West Indies",NA,NA,NA
"SCJ Broad","England","West Indies",NA,NA,NA
"BAW Mendis","Sri Lanka","Bangladesh",NA,NA,NA
"RAS Lakmal","Sri Lanka","Bangladesh",NA,NA,NA
"Umar Gul","Pakistan","Sri Lanka",NA,NA,NA
"Junaid Khan","Pakistan","Sri Lanka",NA,NA,NA
"Mohammad Talha","Pakistan","Sri Lanka",NA,NA,NA
"Saeed Ajmal","Pakistan","Sri Lanka",NA,NA,NA
"SL Malinga","Sri Lanka","Pakistan",NA,NA,NA
"SMSM Senanayake","Sri Lanka","Pakistan",NA,NA,NA
"NLTC Perera","Sri Lanka","Pakistan",NA,NA,NA
"RAS Lakmal","Sri Lanka","Pakistan",NA,NA,NA
"Dawlat Zadran","Afghanistan","Hong Kong",NA,NA,NA
"Amir Hamza","Afghanistan","Hong Kong",NA,NA,NA
"Shafiqullah","Afghanistan","Hong Kong",NA,NA,NA
"Mirwais Ashraf","Afghanistan","Hong Kong",NA,NA,NA
"Shapoor Zadran","Afghanistan","Hong Kong",NA,NA,NA
"Amir Hamza","Afghanistan","U.A.E.",NA,NA,NA
"Dawlat Zadran","Afghanistan","U.A.E.",NA,NA,NA
"Shapoor Zadran","Afghanistan","U.A.E.",NA,NA,NA
"Mirwais Ashraf","Afghanistan","U.A.E.",NA,NA,NA
"Kamran Shazad","U.A.E","Hong Kong",NA,NA,NA
"RAS Lakmal","Sri Lanka","Ireland",NA,NA,NA
"JC Tredwell","England","Scotland",NA,NA,NA
"HF Gurney","England","Scotland",NA,NA,NA
"JM Anderson","England","Scotland",NA,NA,NA
"HF Gurney","England","Sri Lanka",NA,NA,NA
"JM Anderson","England","Sri Lanka",NA,NA,NA
"JC Tredwell","England","Sri Lanka",NA,NA,NA
"SL Malinga","Sri Lanka","England",NA,NA,NA
"JC Tredwell","England","Sri Lanka",NA,NA,NA
"JE Root","England","Sri Lanka",NA,NA,NA
"HF Gurney","England","Sri Lanka",NA,NA,NA
"EJG Morgan","England","Sri Lanka",NA,NA,NA
"RS Bopara","England","Sri Lanka",NA,NA,NA
"JC Buttler","England","Sri Lanka",NA,NA,NA
"JM Anderson","England","Sri Lanka",NA,NA,NA
"CJ Jordan","England","Sri Lanka",NA,NA,NA
"GS Ballance","England","Sri Lanka",NA,NA,NA
"HF Gurney","England","Sri Lanka",NA,NA,NA
"SMA Priyanjan","Sri Lanka","England",NA,NA,NA
"KMDN Kulasekara","Sri Lanka","England",NA,NA,NA
"BAW Mendis","Sri Lanka","England",NA,NA,NA
"SL Malinga","Sri Lanka","England",NA,NA,NA
"SMSM Senanayake","Sri Lanka","England",NA,NA,NA
"A Mishra","India","Bangladesh",NA,NA,NA
"MM Sharma","India","Bangladesh",NA,NA,NA
"UT Yadav","India","Bangladesh",NA,NA,NA
"AR Patel","India","Bangladesh",NA,NA,NA
"Parvez Rasool","India","Bangladesh",NA,NA,NA
"WP Saha","India","Bangladesh",NA,NA,NA
"Tamim Iqbal","Bangladesh","India",NA,NA,NA
"Mushfiqur Rahim","Bangladesh","India",NA,NA,NA
"Al-Amin Hossain","Bangladesh","India",NA,NA,NA
"Mashrafe Mortaza","Bangladesh","India",NA,NA,NA
"Anamul Haque","Bangladesh","India",NA,NA,NA
"Mohammad Mithun","Bangladesh","India",NA,NA,NA
"Shakib Al Hasan","Bangladesh","India",NA,NA,NA
"Taskin Ahmed","Bangladesh","India",NA,NA,NA
"Mahmudullah","Bangladesh","India",NA,NA,NA
"Sohag Gazi","Bangladesh","India",NA,NA,NA
"Nasir Hossain","Bangladesh","India",NA,NA,NA
"Imran Tahir","South Africa","Sri Lanka",NA,NA,NA
"DW Steyn","South Africa","Sri Lanka",NA,NA,NA
"M Morkel","South Africa","Sri Lanka",NA,NA,NA
"VD Philander","South Africa","Sri Lanka",NA,NA,NA
"Imran Tahir","South Africa","Sri Lanka",NA,NA,NA
"M Morkel","South Africa","Sri Lanka",NA,NA,NA
"WD Parnell","South Africa","Sri Lanka",NA,NA,NA
"DW Steyn","South Africa","Sri Lanka",NA,NA,NA
"Shapoor Zadran","Afghanistan","Zimbabwe",NA,NA,NA
"RW Chakabva","Zimbabwe","Afghanistan",NA,NA,NA
"TL Chatara","Zimbabwe","Afghanistan",NA,NA,NA
"T Panyangara","Zimbabwe","Afghanistan",NA,NA,NA
"P Utseya","Zimbabwe","Afghanistan",NA,NA,NA
"DT Tiripano","Zimbabwe","Afghanistan",NA,NA,NA
"Sharafuddin Ashraf","Afghanistan","Zimbabwe",NA,NA,NA
"Shapoor Zadran","Afghanistan","Zimbabwe",NA,NA,NA
"E Chigumbura","Zimbabwe","Afghanistan",NA,NA,NA
"MN Waller","Zimbabwe","Afghanistan",NA,NA,NA
"SW Masakadza","Zimbabwe","Afghanistan",NA,NA,NA
"RW Chakabva","Zimbabwe","Afghanistan",NA,NA,NA
"T Panyangara","Zimbabwe","Afghanistan",NA,NA,NA
"P Utseya","Zimbabwe","Afghanistan",NA,NA,NA
"DT Tiripano","Zimbabwe","Afghanistan",NA,NA,NA
"TL Chatara","Zimbabwe","Afghanistan",NA,NA,NA
"Aftab Alam","Afghanistan","Zimbabwe",NA,NA,NA
"R McLaren","South Africa","Zimbabwe",NA,NA,NA
"WD Parnell","South Africa","Zimbabwe",NA,NA,NA
"DA Miller","South Africa","Zimbabwe",NA,NA,NA
"AM Phangiso","South Africa","Zimbabwe",NA,NA,NA
"KJ Abbott","South Africa","Zimbabwe",NA,NA,NA
"Imran Tahir","South Africa","Zimbabwe",NA,NA,NA
"Al-Amin Hossain","Bangladesh","West Indies",NA,NA,NA
"R Rampaul","West Indies","Bangladesh",NA,NA,NA
"KAJ Roach","West Indies","Bangladesh",NA,NA,NA
"AM Phangiso","South Africa","Zimbabwe",NA,NA,NA
"M de Lange","South Africa","Zimbabwe",NA,NA,NA
"R McLaren","South Africa","Zimbabwe",NA,NA,NA
"KJ Abbott","South Africa","Zimbabwe",NA,NA,NA
"M Shezi","South Africa","Zimbabwe",NA,NA,NA
"WD Parnell","South Africa","Zimbabwe",NA,NA,NA
"R Rampaul","West Indies","Bangladesh",NA,NA,NA
"KAJ Roach","West Indies","Bangladesh",NA,NA,NA
"HMRKB Herath","Sri Lanka","Pakistan",NA,NA,NA
"SL Malinga","Sri Lanka","Pakistan",NA,NA,NA
"Mohammad Irfan","Pakistan","Sri Lanka",NA,NA,NA
"Junaid Khan","Pakistan","Sri Lanka",NA,NA,NA
"Wahab Riaz","Pakistan","Sri Lanka",NA,NA,NA
"MA Starc","Australia","Zimbabwe",NA,NA,NA
"NM Lyon","Australia","Zimbabwe",NA,NA,NA
"KW Richardson","Australia","Zimbabwe",NA,NA,NA
"KAJ Roach","West Indies","Bangladesh",NA,NA,NA
"R Rampaul","West Indies","Bangladesh",NA,NA,NA
"Al-Amin Hossain","Bangladesh","West Indies",NA,NA,NA
"HMRKB Herath","Sri Lanka","Pakistan",NA,NA,NA
"MA Starc","Australia","South Africa",NA,NA,NA
"KW Richardson","Australia","South Africa",NA,NA,NA
"R McLaren","South Africa","Australia",NA,NA,NA
"Imran Tahir","South Africa","Australia",NA,NA,NA
"WD Parnell","South Africa","Australia",NA,NA,NA
"DW Steyn","South Africa","Australia",NA,NA,NA
"DA Miller","South Africa","Australia",NA,NA,NA
"M Morkel","South Africa","Australia",NA,NA,NA
"B Kumar","India","England",NA,NA,NA
"Mohammed Shami","India","England",NA,NA,NA
"MM Sharma","India","England",NA,NA,NA
"HMRKB Herath","Sri Lanka","Pakistan",NA,NA,NA
"SMA Priyanjan","Sri Lanka","Pakistan",NA,NA,NA
"KTGD Prasad","Sri Lanka","Pakistan",NA,NA,NA
"S Prasanna","Sri Lanka","Pakistan",NA,NA,NA
"NLTC Perera","Sri Lanka","Pakistan",NA,NA,NA
"SL Malinga","Sri Lanka","Pakistan",NA,NA,NA
"MM Sharma","India","England",NA,NA,NA
"B Kumar","India","England",NA,NA,NA
"R Ashwin","India","England",NA,NA,NA
"Mohammed Shami","India","England",NA,NA,NA
"MS Dhoni","India","England",NA,NA,NA
"TL Chatara","Zimbabwe","Australia",NA,NA,NA
"J Nyumbu","Zimbabwe","Australia",NA,NA,NA
"KW Richardson","Australia","South Africa",NA,NA,NA
